,Date,vehicle_category,GVWR_Class,Fuel_Type,Model_Year,Fuel_Technology,Electric_Mile_Range,Vehicle_Population
32775,2022,T1,1,4.0,2020.0,FCEV,>150 miles,3
33159,2021,P,,4.0,2016.0,FCEV,,3
33522,2020,T2,1,4.0,2020.0,FCEV,>150 miles,3
33523,2020,T2,1,4.0,2020.0,FCEV,>150 miles,3
33524,2020,P,,4.0,2017.0,FCEV,,3
34251,2023,P,,4.0,2017.0,FCEV,>150 miles,2
34737,2022,P,,4.0,2017.0,FCEV,>150 miles,2
35231,2021,T2,1,4.0,2020.0,FCEV,>150 miles,2
35232,2021,T2,1,4.0,2020.0,FCEV,>150 miles,2
35233,2021,P,,4.0,2017.0,FCEV,>150 miles,2
35743,2020,P,,4.0,,FCEV,,2
35744,2020,P,,4.0,2019.0,FCEV,>150 miles,2
35745,2020,P,,4.0,2017.0,FCEV,,2
36235,2019,T2,,4.0,2020.0,FCEV,>150 miles,2
36236,2019,T2,,4.0,2020.0,FCEV,>150 miles,2
36237,2019,P,,4.0,2021.0,FCEV,>150 miles,2
36238,2019,P,,4.0,2018.0,FCEV,,2
36239,2019,P,,4.0,2017.0,FCEV,,2
36240,2019,P,,4.0,2015.0,FCEV,,2
36818,2023,P,,4.0,2015.0,FCEV,>150 miles,1
36819,2023,P,,4.0,2010.0,FCEV,>150 miles,1
37743,2022,T2,1,4.0,2020.0,FCEV,>150 miles,1
37744,2022,T1,1,4.0,2020.0,FCEV,>150 miles,1
37745,2022,P,,4.0,2015.0,FCEV,>150 miles,1
38624,2021,P,,4.0,2018.0,FCEV,,1
38625,2021,P,,4.0,2017.0,FCEV,,1
38626,2021,P,,4.0,2017.0,FCEV,,1
38627,2021,P,,4.0,2016.0,FCEV,,1
39474,2020,P,,4.0,2019.0,FCEV,>150 miles,1
39475,2020,P,,4.0,2015.0,FCEV,,1
39476,2020,P,,4.0,2015.0,FCEV,,1
40327,2019,T2,,4.0,2020.0,FCEV,>150 miles,1
40328,2019,P,,4.0,2019.0,FCEV,>150 miles,1
40329,2019,P,,4.0,2018.0,FCEV,,1
40330,2019,P,,4.0,2018.0,FCEV,,1
40331,2019,P,,4.0,2015.0,FCEV,,1
