,Date,vehicle_category,GVWR_Class,Fuel_Type,Model_Year,Fuel_Technology,Electric_Mile_Range,Vehicle_Population
4224,2019,P,,2.0,2018.0,BEV,51 to 100 miles,3030
4243,2021,P,,2.0,2021.0,BEV,>150 miles,3004
4253,2023,P,,2.0,2021.0,BEV,51 to 100 miles,2991
4266,2022,P,,2.0,2021.0,BEV,>150 miles,2973
4336,2023,P,,2.0,2020.0,BEV,51 to 100 miles,2874
4337,2019,P,,2.0,2018.0,BEV,51 to 100 miles,2873
4343,2021,P,,2.0,2020.0,BEV,>150 miles,2868
4369,2022,P,,2.0,2022.0,BEV,101 to 150 miles,2829
4392,2020,P,,2.0,2019.0,BEV,51 to 100 miles,2804
4393,2020,P,,2.0,2019.0,BEV,51 to 100 miles,2802
4412,2020,P,,2.0,2018.0,BEV,51 to 100 miles,2781
4425,2021,P,,2.0,2021.0,BEV,>150 miles,2768
4444,2022,P,,2.0,2022.0,BEV,51 to 100 miles,2730
4456,2023,P,,2.0,2022.0,BEV,51 to 100 miles,2717
4471,2023,P,,2.0,2020.0,BEV,51 to 100 miles,2696
4500,2020,P,,2.0,2020.0,BEV,>150 miles,2654
4515,2022,P,,2.0,2021.0,BEV,>150 miles,2631
4520,2021,P,,2.0,2020.0,BEV,>150 miles,2626
4571,2023,P,,2.0,2022.0,BEV,101 to 150 miles,2562
4600,2020,P,,2.0,2018.0,BEV,51 to 100 miles,2528
4653,2023,P,,2.0,2020.0,BEV,51 to 100 miles,2476
4677,2019,P,,2.0,2019.0,BEV,51 to 100 miles,2443
4698,2023,P,,2.0,2020.0,BEV,>150 miles,2421
4756,2022,P,,2.0,2022.0,BEV,51 to 100 miles,2363
4768,2022,P,,2.0,2022.0,BEV,101 to 150 miles,2348
4776,2021,P,,2.0,2018.0,BEV,51 to 100 miles,2338
4786,2023,P,,2.0,2024.0,BEV,101 to 150 miles,2326
4795,2022,P,,2.0,2020.0,BEV,>150 miles,2312
4805,2022,P,,2.0,2019.0,BEV,51 to 100 miles,2297
4831,2019,P,,2.0,2018.0,BEV,>150 miles,2270
4832,2022,P,,2.0,2020.0,BEV,>150 miles,2266
4841,2020,P,,2.0,2019.0,BEV,>150 miles,2250
4908,2021,P,,2.0,2019.0,BEV,51 to 100 miles,2188
4921,2023,P,,2.0,2024.0,BEV,101 to 150 miles,2175
4949,2020,P,,2.0,2018.0,BEV,101 to 150 miles,2155
4960,2019,P,,2.0,2019.0,BEV,>150 miles,2143
4984,2019,P,,2.0,2018.0,BEV,>150 miles,2118
4997,2021,P,,2.0,2018.0,BEV,101 to 150 miles,2105
5000,2023,P,,2.0,2019.0,BEV,51 to 100 miles,2102
5007,2022,P,,2.0,2018.0,BEV,51 to 100 miles,2098
5060,2019,P,,2.0,2019.0,BEV,>150 miles,2051
5069,2023,P,,2.0,2020.0,BEV,>150 miles,2042
5086,2022,P,,2.0,2020.0,BEV,>150 miles,2021
5093,2020,P,,2.0,2018.0,BEV,51 to 100 miles,2018
5102,2020,P,,2.0,2018.0,BEV,101 to 150 miles,2012
5108,2020,P,,2.0,2019.0,BEV,>150 miles,2010
5109,2022,P,,2.0,2019.0,BEV,51 to 100 miles,2009
5113,2021,P,,2.0,2019.0,BEV,>150 miles,2008
5134,2021,P,,2.0,2019.0,BEV,51 to 100 miles,1992
5140,2020,P,,2.0,2018.0,BEV,51 to 100 miles,1986
5152,2022,P,,2.0,2018.0,BEV,101 to 150 miles,1974
5154,2023,P,,2.0,2019.0,BEV,51 to 100 miles,1971
5156,2020,P,,2.0,2020.0,BEV,>150 miles,1970
5175,2021,P,,2.0,2019.0,BEV,>150 miles,1948
5204,2022,P,,2.0,2019.0,BEV,51 to 100 miles,1927
5222,2020,P,,2.0,2021.0,BEV,>150 miles,1917
5224,2023,P,,2.0,2020.0,BEV,>150 miles,1916
5225,2023,P,,2.0,2018.0,BEV,101 to 150 miles,1916
5238,2023,P,,2.0,2022.0,BEV,101 to 150 miles,1907
5240,2021,P,,2.0,2020.0,BEV,>150 miles,1906
5244,2022,P,,2.0,2019.0,BEV,>150 miles,1903
5253,2020,P,,2.0,2018.0,BEV,101 to 150 miles,1895
5258,2023,P,,2.0,2019.0,BEV,>150 miles,1893
5259,2021,P,,2.0,2022.0,BEV,101 to 150 miles,1893
5269,2022,P,,2.0,2018.0,BEV,101 to 150 miles,1888
5272,2020,P,,2.0,2021.0,BEV,>150 miles,1886
5273,2022,P,,2.0,2019.0,BEV,>150 miles,1885
5278,2021,P,,2.0,2020.0,BEV,>150 miles,1882
5279,2023,P,,2.0,2018.0,BEV,51 to 100 miles,1881
5283,2020,P,,2.0,2020.0,BEV,>150 miles,1879
5284,2021,P,,2.0,2018.0,BEV,101 to 150 miles,1878
5287,2021,P,,2.0,2018.0,BEV,101 to 150 miles,1877
5293,2021,P,,2.0,2022.0,BEV,101 to 150 miles,1874
5342,2021,P,,2.0,2018.0,BEV,51 to 100 miles,1836
5349,2021,P,,2.0,2018.0,BEV,51 to 100 miles,1833
5376,2021,P,,2.0,2019.0,BEV,51 to 100 miles,1810
5395,2023,P,,2.0,2018.0,BEV,101 to 150 miles,1795
5396,2022,P,,2.0,2018.0,BEV,101 to 150 miles,1795
5421,2023,P,,2.0,2019.0,BEV,>150 miles,1783
5433,2022,P,,2.0,2019.0,BEV,51 to 100 miles,1776
5439,2021,P,,2.0,2022.0,BEV,51 to 100 miles,1773
5449,2022,P,,2.0,2018.0,BEV,51 to 100 miles,1765
5460,2019,P,,2.0,2018.0,BEV,>150 miles,1762
5473,2023,P,,2.0,2018.0,BEV,51 to 100 miles,1749
5511,2022,P,,2.0,2020.0,BEV,>150 miles,1718
5515,2021,P,,2.0,2019.0,BEV,>150 miles,1717
5557,2021,P,,2.0,2022.0,BEV,51 to 100 miles,1690
5585,2019,P,,2.0,2020.0,BEV,>150 miles,1674
5597,2022,P,,2.0,2019.0,BEV,>150 miles,1667
5599,2020,P,,2.0,2021.0,BEV,>150 miles,1667
5611,2023,P,,2.0,2020.0,BEV,>150 miles,1661
5617,2021,P,,2.0,2019.0,BEV,51 to 100 miles,1656
5623,2020,P,,2.0,2019.0,BEV,>150 miles,1654
5627,2019,P,,2.0,2018.0,BEV,51 to 100 miles,1650
5631,2019,P,,2.0,2019.0,BEV,>150 miles,1646
5653,2021,P,,2.0,2018.0,BEV,51 to 100 miles,1627
5654,2023,P,,2.0,2024.0,BEV,101 to 150 miles,1625
5659,2021,P,,2.0,2022.0,BEV,51 to 100 miles,1622
5683,2022,P,,2.0,2022.0,BEV,101 to 150 miles,1603
5694,2020,P,,2.0,2021.0,BEV,>150 miles,1599
5712,2022,P,,2.0,2022.0,BEV,101 to 150 miles,1588
5716,2023,P,,2.0,2019.0,BEV,51 to 100 miles,1587
5729,2023,P,,2.0,2024.0,BEV,101 to 150 miles,1580
5736,2023,P,,2.0,2022.0,BEV,101 to 150 miles,1573
5775,2022,P,,2.0,2018.0,BEV,51 to 100 miles,1551
5778,2023,P,,2.0,2018.0,BEV,101 to 150 miles,1549
5809,2023,P,,2.0,2022.0,BEV,101 to 150 miles,1530
5845,2021,P,,2.0,2018.0,BEV,101 to 150 miles,1505
5848,2023,P,,2.0,2019.0,BEV,51 to 100 miles,1503
5876,2022,P,,2.0,2018.0,BEV,51 to 100 miles,1488
5906,2020,P,,2.0,2018.0,BEV,101 to 150 miles,1464
5942,2022,P,,2.0,2018.0,BEV,101 to 150 miles,1446
5956,2023,P,,2.0,2019.0,BEV,>150 miles,1439
5957,2023,P,,2.0,2018.0,BEV,101 to 150 miles,1439
5964,2020,P,,2.0,2019.0,BEV,>150 miles,1434
5988,2019,P,,2.0,2020.0,BEV,>150 miles,1421
6005,2023,P,,2.0,2018.0,BEV,51 to 100 miles,1409
6034,2023,P,,2.0,2019.0,BEV,>150 miles,1392
6086,2022,P,,2.0,2019.0,BEV,>150 miles,1368
6107,2021,P,,2.0,2019.0,BEV,>150 miles,1356
6118,2021,P,,2.0,2022.0,BEV,51 to 100 miles,1352
6207,2020,T2,,2.0,2021.0,BEV,>150 miles,1310
6238,2019,P,,2.0,2020.0,BEV,>150 miles,1299
6247,2021,T2,,2.0,2021.0,BEV,>150 miles,1296
6272,2023,P,,2.0,2018.0,BEV,51 to 100 miles,1284
6279,2022,T2,,2.0,2021.0,BEV,>150 miles,1282
6314,2023,P,,2.0,2023.0,BEV,51 to 100 miles,1263
6327,2019,P,,2.0,2016.0,BEV,51 to 100 miles,1257
6369,2021,P,,2.0,2022.0,BEV,101 to 150 miles,1238
6399,2019,P,,2.0,2017.0,BEV,51 to 100 miles,1224
6442,2021,P,,2.0,2022.0,BEV,101 to 150 miles,1208
6455,2020,T2,,2.0,2021.0,BEV,>150 miles,1197
6474,2022,T2,,2.0,2021.0,BEV,>150 miles,1185
6525,2020,P,,2.0,2016.0,BEV,51 to 100 miles,1160
6533,2021,T2,,2.0,2021.0,BEV,>150 miles,1157
6573,2020,T2,,2.0,2021.0,BEV,>150 miles,1136
6578,2019,P,,2.0,2019.0,BEV,>150 miles,1133
6614,2019,P,,2.0,2017.0,BEV,51 to 100 miles,1115
6649,2019,P,,2.0,2017.0,BEV,51 to 100 miles,1102
6668,2021,P,,2.0,2016.0,BEV,51 to 100 miles,1097
6672,2019,P,,2.0,2016.0,BEV,51 to 100 miles,1096
6698,2023,P,,2.0,2023.0,BEV,51 to 100 miles,1088
6846,2020,T2,,2.0,2021.0,BEV,>150 miles,1029
6916,2019,P,,2.0,2016.0,BEV,51 to 100 miles,1007
6984,2022,P,,2.0,2016.0,BEV,51 to 100 miles,984
7010,2020,P,,2.0,2017.0,BEV,51 to 100 miles,978
7022,2019,P,,2.0,2018.0,BEV,>150 miles,975
7069,2020,P,,2.0,2016.0,BEV,51 to 100 miles,958
7104,2021,P,,2.0,2017.0,BEV,51 to 100 miles,945
7120,2023,P,,2.0,2023.0,BEV,51 to 100 miles,936
7134,2023,P,,2.0,2016.0,BEV,51 to 100 miles,929
7194,2019,P,,2.0,2020.0,BEV,>150 miles,915
7195,2022,P,,2.0,2016.0,BEV,51 to 100 miles,914
7226,2022,T2,,2.0,2021.0,BEV,>150 miles,904
7250,2021,P,,2.0,2016.0,BEV,51 to 100 miles,897
7272,2021,T2,,2.0,2021.0,BEV,>150 miles,891
7274,2020,P,,2.0,2016.0,BEV,51 to 100 miles,891
7276,2021,P,,2.0,2016.0,BEV,51 to 100 miles,890
7295,2021,T2,,2.0,2021.0,BEV,>150 miles,885
7333,2022,P,,2.0,2017.0,BEV,51 to 100 miles,874
7341,2022,P,,2.0,2016.0,BEV,51 to 100 miles,872
7402,2022,T2,,2.0,2021.0,BEV,>150 miles,855
7429,2023,P,,2.0,2016.0,BEV,51 to 100 miles,847
7504,2020,P,,2.0,2017.0,BEV,51 to 100 miles,832
7506,2023,P,,2.0,2023.0,BEV,51 to 100 miles,831
7579,2021,P,,2.0,2017.0,BEV,51 to 100 miles,812
7587,2023,P,,2.0,2016.0,BEV,51 to 100 miles,810
7596,2023,P,,2.0,2017.0,BEV,51 to 100 miles,807
7621,2020,P,,2.0,2017.0,BEV,51 to 100 miles,800
7641,2023,P,,2.0,2017.0,BEV,51 to 100 miles,795
7673,2022,P,,2.0,2017.0,BEV,51 to 100 miles,787
7782,2023,P,,2.0,2023.0,BEV,101 to 150 miles,756
7930,2020,P,,2.0,2017.0,BEV,51 to 100 miles,722
8050,2022,P,,2.0,2023.0,BEV,51 to 100 miles,690
8066,2020,P,,2.0,2019.0,BEV,,687
8096,2022,P,,2.0,2023.0,BEV,51 to 100 miles,681
8123,2021,P,,2.0,2017.0,BEV,51 to 100 miles,677
8191,2022,P,,2.0,2023.0,BEV,51 to 100 miles,666
8237,2021,P,,2.0,2017.0,BEV,51 to 100 miles,656
8284,2023,P,,2.0,2017.0,BEV,51 to 100 miles,646
8310,2022,P,,2.0,2017.0,BEV,51 to 100 miles,639
8398,2020,P,,2.0,2016.0,BEV,51 to 100 miles,625
8445,2020,P,,2.0,2019.0,BEV,,616
8502,2019,P,,2.0,2018.0,BEV,,606
8542,2020,P,,2.0,2019.0,BEV,,595
8604,2022,P,,2.0,2017.0,BEV,51 to 100 miles,584
8718,2021,P,,2.0,2016.0,BEV,51 to 100 miles,568
8948,2023,P,,2.0,2023.0,BEV,101 to 150 miles,530
9014,2023,P,,2.0,2023.0,BEV,101 to 150 miles,522
9022,2023,P,,2.0,2017.0,BEV,51 to 100 miles,521
9106,2022,P,,2.0,2016.0,BEV,51 to 100 miles,511
9135,2023,P,,2.0,2016.0,BEV,51 to 100 miles,507
9209,2022,P,,2.0,2023.0,BEV,51 to 100 miles,498
9266,2019,P,,2.0,2017.0,BEV,>150 miles,492
9275,2020,P,,2.0,2019.0,BEV,,490
9402,2022,P,,2.0,2023.0,BEV,101 to 150 miles,474
9490,2021,P,,2.0,2017.0,BEV,>150 miles,466
9510,2020,P,,2.0,2017.0,BEV,>150 miles,464
9671,2019,P,,2.0,2017.0,BEV,51 to 100 miles,446
9683,2022,P,,2.0,2017.0,BEV,>150 miles,444
9809,2023,P,,2.0,2017.0,BEV,>150 miles,430
9864,2022,P,,2.0,2022.0,BEV,,425
9921,2023,P,,2.0,2023.0,BEV,101 to 150 miles,420
10017,2019,P,,2.0,2016.0,BEV,51 to 100 miles,412
10235,2019,P,,2.0,2018.0,BEV,,393
10262,2022,P,,2.0,2023.0,BEV,101 to 150 miles,390
10490,2022,P,,2.0,2022.0,BEV,,370
10497,2021,P,,2.0,2017.0,BEV,>150 miles,370
10751,2022,P,,2.0,2017.0,BEV,>150 miles,348
10775,2019,P,,2.0,2017.0,BEV,>150 miles,347
10797,2020,P,,2.0,2020.0,BEV,,345
10879,2020,P,,2.0,2018.0,BEV,,340
10909,2020,P,,2.0,2017.0,BEV,>150 miles,338
10929,2020,P,,2.0,2020.0,BEV,,337
11038,2022,P,,2.0,2022.0,BEV,,329
11062,2019,P,,2.0,2017.0,BEV,>150 miles,328
11180,2020,P,,2.0,2020.0,BEV,,319
11194,2020,P,,2.0,2017.0,BEV,>150 miles,318
11231,2022,P,,2.0,2022.0,BEV,,315
11260,2023,P,,2.0,2017.0,BEV,>150 miles,313
11270,2019,P,,2.0,2019.0,BEV,,313
11388,2019,P,,2.0,2018.0,BEV,,306
11407,2022,P,,2.0,2023.0,BEV,101 to 150 miles,304
11460,2020,P,,2.0,2017.0,BEV,>150 miles,301
11627,2022,P,,2.0,2023.0,BEV,101 to 150 miles,291
11699,2021,P,,2.0,2017.0,BEV,>150 miles,287
11783,2019,T1,,2.0,2019.0,BEV,101 to 150 miles,282
11805,2022,P,,2.0,2017.0,BEV,>150 miles,280
12009,2019,T1,,2.0,2019.0,BEV,101 to 150 miles,269
12016,2023,P,,2.0,2017.0,BEV,>150 miles,268
12063,2019,P,,2.0,2020.0,BEV,,266
12064,2019,BT,,2.0,2006.0,BEV,,266
12077,2020,T1,1,2.0,2019.0,BEV,101 to 150 miles,265
12078,2020,BT,,2.0,2006.0,BEV,,265
12146,2019,P,,2.0,2014.0,BEV,,260
12150,2022,P,,2.0,2017.0,BEV,>150 miles,259
12230,2021,P,,2.0,2017.0,BEV,>150 miles,255
12463,2022,P,,2.0,2021.0,BEV,,242
12591,2023,P,,2.0,2017.0,BEV,>150 miles,235
12734,2021,P,,2.0,2020.0,BEV,,226
12890,2020,P,,2.0,2020.0,BEV,,218
12972,2022,P,,2.0,2020.0,BEV,,213
12983,2020,P,,2.0,2014.0,BEV,,213
13031,2020,T1,1,2.0,2019.0,BEV,101 to 150 miles,211
13049,2021,BT,,2.0,2006.0,BEV,,210
13059,2019,P,,2.0,2015.0,BEV,,210
13085,2022,BT,,2.0,2006.0,BEV,,208
13091,2021,P,,2.0,2014.0,BEV,,208
13150,2019,T3,,2.0,2007.0,BEV,,206
13173,2021,P,,2.0,2021.0,BEV,,204
13176,2020,P,,2.0,2018.0,BEV,,204
13181,2019,T1,,2.0,2018.0,BEV,101 to 150 miles,204
13236,2023,T1,1,2.0,2019.0,BEV,101 to 150 miles,201
13309,2019,P,,2.0,2018.0,BEV,,199
13446,2023,P,,2.0,2024.0,BEV,51 to 100 miles,192
13466,2019,T1,,2.0,2007.0,BEV,,192
13503,2020,T3,,2.0,2007.0,BEV,,190
13532,2023,P,,2.0,2024.0,BEV,51 to 100 miles,188
13563,2022,T3,,2.0,2007.0,BEV,,187
13567,2021,T3,,2.0,2007.0,BEV,,187
13578,2022,P,,2.0,2014.0,BEV,,186
13587,2020,T1,1,2.0,2019.0,BEV,101 to 150 miles,186
13594,2019,P,,2.0,2017.0,BEV,>150 miles,186
13620,2023,T1,1,2.0,2019.0,BEV,101 to 150 miles,184
13660,2020,P,,2.0,2018.0,BEV,,183
13670,2019,T1,,2.0,2018.0,BEV,101 to 150 miles,183
13671,2019,P,,2.0,2017.0,BEV,,183
13688,2021,T1,,2.0,2007.0,BEV,,182
13692,2020,T1,,2.0,2007.0,BEV,,182
13723,2022,T1,,2.0,2007.0,BEV,,180
13750,2020,P,,2.0,2015.0,BEV,,179
13822,2023,T2,1,2.0,2024.0,BEV,>150 miles,176
13823,2023,T2,1,2.0,2024.0,BEV,>150 miles,176
13824,2023,P,,2.0,2024.0,BEV,51 to 100 miles,176
13843,2019,T1,,2.0,2019.0,BEV,101 to 150 miles,176
13848,2023,T1,,2.0,2007.0,BEV,,175
13864,2019,P,,2.0,2013.0,BEV,,175
13890,2019,P,,2.0,2020.0,BEV,,174
13922,2023,T2,1,2.0,2024.0,BEV,>150 miles,172
13936,2021,P,,2.0,2021.0,BEV,,172
13963,2021,T1,1,2.0,2019.0,BEV,101 to 150 miles,171
14061,2021,P,,2.0,2018.0,BEV,,167
14149,2022,P,,2.0,2015.0,BEV,,164
14154,2021,T1,1,2.0,2019.0,BEV,101 to 150 miles,164
14201,2022,P,,2.0,2018.0,BEV,,162
14246,2021,P,,2.0,2015.0,BEV,,161
14261,2019,P,,2.0,2020.0,BEV,,161
14297,2022,P,,2.0,2017.0,BEV,,159
14351,2019,P,,2.0,2019.0,BEV,,158
14405,2021,T1,1,2.0,2018.0,BEV,101 to 150 miles,156
14425,2019,P,,2.0,2019.0,BEV,,156
14433,2022,T1,1,2.0,2019.0,BEV,101 to 150 miles,155
14473,2020,P,,2.0,2017.0,BEV,,154
14520,2021,P,,2.0,2017.0,BEV,,152
14540,2023,P,,2.0,2024.0,BEV,51 to 100 miles,150
14612,2022,P,,2.0,2021.0,BEV,,148
14632,2020,P,,2.0,2018.0,BEV,,148
14641,2019,T1,,2.0,2018.0,BEV,101 to 150 miles,148
14661,2022,T1,1,2.0,2019.0,BEV,101 to 150 miles,147
14697,2020,P,,2.0,2013.0,BEV,,146
14725,2020,T1,1,2.0,2019.0,BEV,101 to 150 miles,145
14776,2022,P,,2.0,2021.0,BEV,,143
14906,2023,T1,1,2.0,2005.0,BEV,,138
14917,2021,P,,2.0,2021.0,BEV,,138
14918,2021,P,,2.0,2013.0,BEV,,138
14959,2022,T1,1,2.0,2018.0,BEV,101 to 150 miles,136
14978,2019,T1,,2.0,2017.0,BEV,101 to 150 miles,136
15014,2023,T2,1,2.0,2024.0,BEV,>150 miles,134
15046,2019,P,,2.0,2020.0,BEV,,134
15072,2020,T1,1,2.0,2018.0,BEV,101 to 150 miles,133
15083,2023,T1,1,2.0,2018.0,BEV,101 to 150 miles,132
15121,2022,P,,2.0,2013.0,BEV,,131
15130,2021,T1,1,2.0,2005.0,BEV,,131
15145,2019,T1,1,2.0,2005.0,BEV,,131
15166,2021,T1,1,2.0,2019.0,BEV,101 to 150 miles,130
15267,2020,T1,1,2.0,2018.0,BEV,101 to 150 miles,127
15281,2022,T1,1,2.0,2005.0,BEV,,126
15295,2020,T1,1,2.0,2005.0,BEV,,126
15392,2021,P,,2.0,2007.0,BEV,,123
15402,2020,T1,1,2.0,2017.0,BEV,101 to 150 miles,123
15413,2023,T1,1,2.0,2017.0,BEV,101 to 150 miles,122
15441,2019,P,,2.0,2015.0,BEV,,122
15454,2023,T1,1,2.0,2019.0,BEV,101 to 150 miles,121
15470,2021,P,,2.0,2015.0,BEV,,121
15493,2019,T1,,2.0,2017.0,BEV,101 to 150 miles,121
15519,2019,P,,2.0,2019.0,BEV,,120
15552,2021,T1,1,2.0,2017.0,BEV,101 to 150 miles,119
15553,2021,P,,2.0,2016.0,BEV,,119
15561,2020,P,,2.0,2015.0,BEV,,119
15577,2023,T1,1,2.0,2004.0,BEV,,118
15592,2020,T1,1,2.0,2017.0,BEV,101 to 150 miles,118
15606,2023,T1,1,2.0,2019.0,BEV,101 to 150 miles,117
15620,2021,P,,2.0,2020.0,BEV,,117
15647,2022,P,,2.0,2007.0,BEV,,116
15673,2020,P,,2.0,2016.0,BEV,,116
15684,2023,BT,,2.0,2023.0,BEV,,115
15691,2022,T1,1,2.0,2017.0,BEV,101 to 150 miles,115
15727,2020,T1,1,2.0,2018.0,BEV,101 to 150 miles,114
15728,2020,P,,2.0,,BEV,,114
15774,2019,P,,2.0,2015.0,BEV,,113
15814,2023,MC,,2.0,2022.0,BEV,,111
15837,2021,P,,2.0,2021.0,BEV,,111
15838,2021,P,,2.0,2015.0,BEV,,111
15852,2019,P,,2.0,2013.0,BEV,>150 miles,111
15857,2023,T1,1,2.0,2018.0,BEV,101 to 150 miles,110
15858,2023,BT,,2.0,2006.0,BEV,,110
15875,2021,T1,1,2.0,2017.0,BEV,101 to 150 miles,110
15898,2023,MC,,2.0,2021.0,BEV,,109
15928,2020,P,,2.0,2007.0,BEV,,109
15944,2023,P,,2.0,2021.0,BEV,,108
15954,2022,P,,2.0,2016.0,BEV,,108
15955,2022,P,,2.0,2015.0,BEV,,108
15988,2022,P,,2.0,2021.0,BEV,,107
16020,2022,MC,,2.0,2022.0,BEV,,106
16101,2022,T1,1,2.0,2018.0,BEV,101 to 150 miles,104
16114,2021,T1,1,2.0,2018.0,BEV,101 to 150 miles,104
16136,2022,T1,1,2.0,2018.0,BEV,101 to 150 miles,103
16176,2022,T1,1,2.0,2017.0,BEV,101 to 150 miles,102
16177,2022,P,,2.0,2015.0,BEV,,102
16200,2019,P,,2.0,2012.0,BEV,,102
16230,2020,P,,2.0,2015.0,BEV,,101
16231,2020,P,,2.0,2015.0,BEV,,101
16239,2019,P,,2.0,2016.0,BEV,,101
16254,2022,MC,,2.0,2021.0,BEV,,100
16265,2021,P,,2.0,2020.0,BEV,,100
16280,2019,T6,6,2.0,2015.0,BEV,,100
16288,2023,T1,1,2.0,2017.0,BEV,101 to 150 miles,99
16300,2022,P,,2.0,2020.0,BEV,,99
16329,2019,T2,1,2.0,2019.0,BEV,101 to 150 miles,99
16330,2019,P,,2.0,2015.0,BEV,>150 miles,99
