,Date,vehicle_category,GVWR_Class,Fuel_Type,Model_Year,Fuel_Technology,Electric_Mile_Range,Vehicle_Population
50,2020,P,,0.0,2017.0,ICE,,245689
51,2022,P,,0.0,2020.0,ICE,,245289
52,2020,P,,0.0,2018.0,ICE,,243955
53,2023,P,,0.0,2020.0,ICE,,242587
54,2023,P,,0.0,2022.0,ICE,,239161
55,2021,P,,0.0,2021.0,ICE,,238798
56,2019,P,,0.0,2011.0,ICE,,238351
57,2021,P,,0.0,2018.0,ICE,,237334
58,2020,P,,0.0,2019.0,ICE,,233550
59,2023,P,,0.0,2018.0,ICE,,232618
60,2023,P,,0.0,2021.0,ICE,,231927
61,2022,P,,0.0,2018.0,ICE,,228237
62,2019,P,,0.0,2017.0,ICE,,227512
63,2023,P,,0.0,2019.0,ICE,,225940
64,2022,P,,0.0,2022.0,ICE,,225526
65,2023,P,,0.0,1979.0,ICE,,225067
66,2019,P,,0.0,2010.0,ICE,,224551
67,2022,P,,0.0,2023.0,ICE,,223287
68,2021,P,,0.0,2017.0,ICE,,221130
69,2019,P,,0.0,2018.0,ICE,,220820
70,2021,P,,0.0,2019.0,ICE,,220034
71,2020,P,,0.0,2017.0,ICE,,220032
72,2023,P,,0.0,2018.0,ICE,,218815
73,2023,P,,0.0,2017.0,ICE,,218490
74,2022,P,,0.0,2019.0,ICE,,217331
75,2021,P,,0.0,2017.0,ICE,,217298
76,2019,P,,0.0,2020.0,ICE,,215296
77,2020,P,,0.0,2017.0,ICE,,214909
78,2022,P,,0.0,1978.0,ICE,,214521
79,2019,P,,0.0,2013.0,ICE,,214058
80,2022,P,,0.0,2017.0,ICE,,213357
81,2019,P,,0.0,2012.0,ICE,,212957
82,2020,P,,0.0,2012.0,ICE,,211249
83,2020,P,,0.0,2012.0,ICE,,209658
84,2023,P,,0.0,2019.0,ICE,,209180
85,2021,P,,0.0,2012.0,ICE,,208739
86,2019,P,,0.0,2018.0,ICE,,207557
87,2022,P,,0.0,2012.0,ICE,,203780
88,2021,P,,0.0,2017.0,ICE,,203400
89,2022,P,,0.0,2017.0,ICE,,203211
90,2021,P,,0.0,1977.0,ICE,,202200
91,2023,P,,0.0,2012.0,ICE,,201788
92,2019,P,,0.0,1975.0,ICE,,201522
93,2021,P,,0.0,2011.0,ICE,,199102
94,2020,P,,0.0,2011.0,ICE,,198622
95,2019,P,,0.0,2019.0,ICE,,198549
96,2019,P,,0.0,2008.0,ICE,,198540
97,2019,P,,0.0,2011.0,ICE,,198234
98,2020,P,,0.0,2012.0,ICE,,197911
99,2023,P,,0.0,2024.0,ICE,,196726
100,2023,P,,0.0,2023.0,ICE,,195553
101,2020,P,,0.0,2011.0,ICE,,193889
102,2019,P,,0.0,2009.0,ICE,,192883
103,2019,P,,0.0,2016.0,ICE,,192354
104,2019,P,,0.0,2015.0,ICE,,192265
105,2022,P,,0.0,2017.0,ICE,,191734
106,2019,P,,0.0,2010.0,ICE,,190454
107,2022,P,,0.0,2011.0,ICE,,190199
108,2020,P,,0.0,2010.0,ICE,,190111
109,2019,P,,0.0,2019.0,ICE,,189427
110,2020,P,,0.0,2010.0,ICE,,188754
111,2023,P,,0.0,2017.0,ICE,,188143
112,2023,P,,0.0,2011.0,ICE,,187814
113,2020,P,,0.0,1976.0,ICE,,186828
114,2021,P,,0.0,2010.0,ICE,,186677
115,2021,P,,0.0,2020.0,ICE,,186583
116,2021,P,,0.0,2012.0,ICE,,185857
117,2019,P,,0.0,2007.0,ICE,,185360
118,2023,P,,0.0,2017.0,ICE,,184845
119,2019,P,,0.0,2017.0,ICE,,184363
120,2023,P,,0.0,2020.0,ICE,,181697
121,2020,P,,0.0,2011.0,ICE,,181167
122,2019,P,,0.0,2006.0,ICE,,181103
123,2020,P,,0.0,2021.0,ICE,,180496
124,2022,P,,0.0,2020.0,ICE,,180465
125,2021,P,,0.0,2013.0,ICE,,179897
126,2021,P,,0.0,2012.0,ICE,,179711
127,2019,P,,0.0,2013.0,ICE,,179633
128,2019,P,,0.0,2020.0,ICE,,179563
129,2022,P,,0.0,2010.0,ICE,,178801
130,2020,P,,0.0,2013.0,ICE,,178389
131,2020,P,,0.0,2013.0,ICE,,178179
132,2020,P,,0.0,2020.0,ICE,,177770
133,2022,P,,0.0,2021.0,ICE,,177107
134,2020,P,,0.0,2010.0,ICE,,175257
135,2019,P,,0.0,2020.0,ICE,,174773
136,2022,P,,0.0,2013.0,ICE,,174559
137,2019,P,,0.0,2005.0,ICE,,174383
138,2023,P,,0.0,2021.0,ICE,,174293
139,2023,P,,0.0,2013.0,ICE,,174222
140,2022,P,,0.0,2012.0,ICE,,173321
141,2023,P,,0.0,2010.0,ICE,,173110
142,2019,P,,0.0,2012.0,ICE,,172969
143,2020,P,,0.0,2018.0,ICE,,172849
144,2019,P,,0.0,2017.0,ICE,,172682
145,2023,P,,0.0,2022.0,ICE,,172573
146,2020,P,,0.0,2015.0,ICE,,172019
147,2021,P,,0.0,2022.0,ICE,,171942
148,2019,P,,0.0,2015.0,ICE,,171458
149,2020,P,,0.0,2016.0,ICE,,171118
150,2021,P,,0.0,2018.0,ICE,,170951
151,2021,P,,0.0,2011.0,ICE,,170170
152,2021,P,,0.0,2021.0,ICE,,169789
153,2022,P,,0.0,2012.0,ICE,,167461
154,2022,P,,0.0,2018.0,ICE,,167230
155,2020,P,,0.0,2008.0,ICE,,166857
156,2020,P,,0.0,2013.0,ICE,,166066
157,2019,P,,0.0,2014.0,ICE,,165496
158,2020,P,,0.0,2019.0,ICE,,164032
159,2021,P,,0.0,2011.0,ICE,,164004
160,2023,P,,0.0,2018.0,ICE,,163435
161,2019,P,,0.0,2009.0,ICE,,163414
162,2019,P,,0.0,2016.0,ICE,,162874
163,2021,P,,0.0,2010.0,ICE,,162469
164,2019,P,,0.0,2008.0,ICE,,162075
165,2019,P,,0.0,2011.0,ICE,,162033
166,2021,P,,0.0,2019.0,ICE,,161432
167,2020,P,,0.0,2009.0,ICE,,160600
168,2022,P,,0.0,2022.0,ICE,,160532
169,2021,P,,0.0,2008.0,ICE,,160377
170,2022,P,,0.0,2019.0,ICE,,159889
171,2021,P,,0.0,2015.0,ICE,,159613
172,2021,P,,0.0,2009.0,ICE,,159492
173,2020,P,,0.0,2016.0,ICE,,159429
174,2021,P,,0.0,2013.0,ICE,,159006
175,2020,P,,0.0,2008.0,ICE,,158749
176,2020,P,,0.0,2015.0,ICE,,158654
177,2020,P,,0.0,2015.0,ICE,,158613
178,2019,P,,0.0,2010.0,ICE,,158523
179,2019,P,,0.0,2012.0,ICE,,158183
180,2020,P,,0.0,2009.0,ICE,,158147
181,2023,P,,0.0,2015.0,ICE,,157919
182,2021,P,,0.0,2016.0,ICE,,157880
183,2023,P,,0.0,2019.0,ICE,,157601
184,2023,P,,0.0,2016.0,ICE,,156032
185,2021,P,,0.0,2015.0,ICE,,155998
186,2022,P,,0.0,2016.0,ICE,,155840
187,2022,P,,0.0,2015.0,ICE,,155530
188,2021,P,,0.0,2010.0,ICE,,155504
189,2022,P,,0.0,2011.0,ICE,,154837
190,2023,P,,0.0,2012.0,ICE,,153635
191,2021,P,,0.0,2013.0,ICE,,153551
192,2023,P,,0.0,2012.0,ICE,,153017
193,2020,P,,0.0,2016.0,ICE,,152433
194,2020,P,,0.0,2017.0,ICE,,151844
195,2020,P,,0.0,2007.0,ICE,,151343
196,2021,P,,0.0,2016.0,ICE,,151037
197,2019,P,,0.0,2011.0,ICE,,150277
198,2022,P,,0.0,2008.0,ICE,,150162
199,2021,P,,0.0,2015.0,ICE,,150142
200,2022,P,,0.0,2009.0,ICE,,149021
201,2022,P,,0.0,2011.0,ICE,,148929
202,2023,T2,1,0.0,2023.0,ICE,,148337
203,2020,P,,0.0,2006.0,ICE,,148247
204,2022,P,,0.0,2010.0,ICE,,148201
205,2022,P,,0.0,2013.0,ICE,,147772
206,2019,P,,0.0,2007.0,ICE,,147272
207,2021,P,,0.0,2017.0,ICE,,147209
208,2022,P,,0.0,2015.0,ICE,,146779
209,2020,P,,0.0,2009.0,ICE,,145913
210,2022,T2,1,0.0,2022.0,ICE,,145835
211,2020,P,,0.0,2008.0,ICE,,145751
212,2021,P,,0.0,2007.0,ICE,,145320
213,2019,P,,0.0,2013.0,ICE,,145034
214,2020,P,,0.0,2014.0,ICE,,145028
215,2019,P,,0.0,2010.0,ICE,,144512
216,2023,P,,0.0,2009.0,ICE,,144142
217,2022,P,,0.0,2016.0,ICE,,143637
218,2019,P,,0.0,2014.0,ICE,,143169
219,2022,P,,0.0,2013.0,ICE,,142510
220,2022,P,,0.0,2023.0,ICE,,142282
221,2021,P,,0.0,2016.0,ICE,,142108
222,2023,P,,0.0,2008.0,ICE,,141637
223,2020,P,,0.0,2012.0,ICE,,141571
224,2022,P,,0.0,2010.0,ICE,,141488
225,2023,T2,1,0.0,2023.0,ICE,,141479
226,2023,T2,1,0.0,2022.0,ICE,,141465
227,2023,P,,0.0,2023.0,ICE,,141182
228,2020,P,,0.0,2007.0,ICE,,141133
229,2022,P,,0.0,2015.0,ICE,,141029
230,2022,P,,0.0,2017.0,ICE,,140008
231,2020,P,,0.0,2005.0,ICE,,139889
232,2020,P,,0.0,2014.0,ICE,,139817
233,2021,P,,0.0,2014.0,ICE,,139589
234,2021,P,,0.0,2006.0,ICE,,138857
235,2023,P,,0.0,2017.0,ICE,,138728
236,2019,P,,0.0,2015.0,ICE,,138408
237,2022,T2,1,0.0,2022.0,ICE,,138200
238,2022,P,,0.0,2014.0,ICE,,137654
239,2023,T2,1,0.0,2024.0,ICE,,137430
240,2023,P,,0.0,2014.0,ICE,,137016
241,2019,P,,0.0,2006.0,ICE,,136721
242,2023,T2,1,0.0,2022.0,ICE,,136677
243,2022,P,,0.0,2016.0,ICE,,136489
244,2021,P,,0.0,2009.0,ICE,,136284
245,2023,P,,0.0,2011.0,ICE,,135850
246,2019,P,,0.0,2008.0,ICE,,135816
247,2019,P,,0.0,2009.0,ICE,,135785
248,2023,P,,0.0,2011.0,ICE,,134920
249,2020,P,,0.0,2014.0,ICE,,134916
250,2019,P,,0.0,2013.0,ICE,,134782
251,2019,P,,0.0,2004.0,ICE,,134489
252,2021,P,,0.0,2008.0,ICE,,134225
253,2023,P,,0.0,2015.0,ICE,,134098
254,2023,T2,1,0.0,2022.0,ICE,,134057
255,2021,P,,0.0,2012.0,ICE,,133908
256,2023,P,,0.0,2015.0,ICE,,133168
257,2023,P,,0.0,2013.0,ICE,,132564
258,2023,P,,0.0,2013.0,ICE,,132228
259,2020,P,,0.0,2021.0,ICE,,131841
260,2019,P,,0.0,2016.0,ICE,,131685
261,2020,P,,0.0,2011.0,ICE,,131627
262,2020,P,,0.0,2006.0,ICE,,131108
263,2021,T2,1,0.0,2022.0,ICE,,130929
264,2022,P,,0.0,2007.0,ICE,,130921
265,2021,P,,0.0,2005.0,ICE,,130817
266,2021,P,,0.0,2009.0,ICE,,129914
267,2023,P,,0.0,2016.0,ICE,,129846
268,2021,P,,0.0,2014.0,ICE,,128873
269,2020,P,,0.0,2007.0,ICE,,128820
270,2023,P,,0.0,2024.0,ICE,,128716
271,2023,P,,0.0,2010.0,ICE,,128383
272,2021,T2,1,0.0,2022.0,ICE,,128187
273,2019,P,,0.0,2005.0,ICE,,128152
274,2023,P,,0.0,2016.0,ICE,,128073
275,2022,P,,0.0,2012.0,ICE,,127274
276,2020,P,,0.0,2010.0,ICE,,127106
277,2023,T2,1,0.0,2023.0,ICE,,127014
278,2021,P,,0.0,2022.0,ICE,,126248
279,2019,P,,0.0,2015.0,ICE,,126203
280,2021,P,,0.0,2008.0,ICE,,126191
281,2023,P,,0.0,2010.0,ICE,,125674
282,2019,P,,0.0,2008.0,ICE,,125541
283,2021,P,,0.0,2011.0,ICE,,125060
284,2019,P,,0.0,2007.0,ICE,,124875
285,2022,T2,1,0.0,2022.0,ICE,,124851
286,2021,P,,0.0,2014.0,ICE,,124557
287,2019,P,,0.0,2009.0,ICE,,124463
288,2022,P,,0.0,2006.0,ICE,,124134
289,2019,P,,0.0,2016.0,ICE,,123031
290,2023,P,,0.0,2007.0,ICE,,122246
291,2022,P,,0.0,2014.0,ICE,,122065
292,2022,P,,0.0,2009.0,ICE,,121314
293,2023,T2,1,0.0,2024.0,ICE,,121198
294,2020,P,,0.0,2005.0,ICE,,121064
295,2023,P,,0.0,2012.0,ICE,,119866
296,2020,P,,0.0,2006.0,ICE,,119620
297,2022,T2,1,0.0,2023.0,ICE,,119518
298,2019,P,,0.0,2003.0,ICE,,119357
299,2022,T2,1,0.0,2023.0,ICE,,118710
300,2022,P,,0.0,2008.0,ICE,,118609
301,2020,P,,0.0,2013.0,ICE,,118558
302,2021,P,,0.0,2007.0,ICE,,118365
303,2022,P,,0.0,2014.0,ICE,,118276
304,2021,P,,0.0,2010.0,ICE,,117175
305,2019,P,,0.0,2006.0,ICE,,116278
306,2019,P,,0.0,2014.0,ICE,,115857
307,2022,P,,0.0,2011.0,ICE,,115585
308,2019,P,,0.0,2007.0,ICE,,115379
309,2022,P,,0.0,2005.0,ICE,,114917
310,2022,P,,0.0,2009.0,ICE,,114893
311,2021,P,,0.0,2013.0,ICE,,114166
312,2021,T2,1,0.0,2021.0,ICE,,113058
313,2023,P,,0.0,2006.0,ICE,,112426
314,2022,P,,0.0,2008.0,ICE,,112189
315,2021,P,,0.0,2007.0,ICE,,111739
316,2020,P,,0.0,2015.0,ICE,,110830
317,2020,P,,0.0,2005.0,ICE,,109818
318,2023,P,,0.0,2014.0,ICE,,109758
319,2019,P,,0.0,2006.0,ICE,,109569
320,2019,P,,0.0,2005.0,ICE,,109406
321,2023,P,,0.0,2014.0,ICE,,109365
322,2022,P,,0.0,2010.0,ICE,,108778
323,2023,P,,0.0,2011.0,ICE,,108626
324,2020,T2,1,0.0,2020.0,ICE,,108620
325,2020,P,,0.0,2008.0,ICE,,108374
326,2022,T2,1,0.0,2021.0,ICE,,108211
327,2020,P,,0.0,2004.0,ICE,,108118
328,2022,P,,0.0,2013.0,ICE,,107678
329,2021,P,,0.0,2015.0,ICE,,107678
330,2020,P,,0.0,2016.0,ICE,,107414
331,2019,P,,0.0,2014.0,ICE,,107410
332,2021,P,,0.0,2006.0,ICE,,107238
333,2020,P,,0.0,2009.0,ICE,,107001
334,2022,P,,0.0,2023.0,ICE,,105446
335,2023,P,,0.0,2009.0,ICE,,104616
336,2023,P,,0.0,2005.0,ICE,,103381
337,2023,P,,0.0,2013.0,ICE,,103315
338,2019,P,,0.0,2005.0,ICE,,103246
339,2021,P,,0.0,2016.0,ICE,,103201
340,2023,P,,0.0,2009.0,ICE,,102982
341,2023,T3,2,0.0,2023.0,ICE,,102907
342,2022,P,,0.0,2015.0,ICE,,102405
343,2022,P,,0.0,2007.0,ICE,,101562
344,2019,P,,0.0,2002.0,ICE,,101390
345,2021,T3,2,0.0,2009.0,ICE,,100238
346,2022,P,,0.0,2016.0,ICE,,100142
347,2021,P,,0.0,2006.0,ICE,,100142
348,2021,T2,1,0.0,2020.0,ICE,,100040
349,2023,P,,0.0,2010.0,ICE,,99954
350,2023,P,,0.0,2015.0,ICE,,99860
351,2023,P,,0.0,2008.0,ICE,,99672
352,2021,P,,0.0,2009.0,ICE,,99327
353,2023,T2,1,0.0,2021.0,ICE,,99099
354,2021,T2,1,0.0,2021.0,ICE,,99045
355,2021,P,,0.0,2005.0,ICE,,98770
356,2021,P,,0.0,2004.0,ICE,,98488
357,2020,T3,2,0.0,2009.0,ICE,,97438
358,2023,P,,0.0,2008.0,ICE,,97352
359,2021,P,,0.0,2008.0,ICE,,97325
360,2023,T3,2,0.0,2022.0,ICE,,97302
361,2020,P,,0.0,2007.0,ICE,,97053
362,2023,T2,1,0.0,2021.0,ICE,,96906
363,2019,T2,1,0.0,2020.0,ICE,,96871
364,2020,T3,2,0.0,2008.0,ICE,,96777
365,2023,P,,0.0,2024.0,ICE,,96772
366,2019,P,,0.0,2004.0,ICE,,96714
367,2023,P,,0.0,2016.0,ICE,,96422
368,2022,T3,2,0.0,2022.0,ICE,,96314
369,2021,T3,2,0.0,2008.0,ICE,,96265
370,2020,P,,0.0,2014.0,ICE,,96253
371,2023,T3,2,0.0,2009.0,ICE,,96201
372,2023,T2,1,0.0,2011.0,ICE,,96189
373,2022,T3,2,0.0,2009.0,ICE,,96148
374,2022,P,,0.0,2007.0,ICE,,96091
375,2022,T2,1,0.0,2021.0,ICE,,96055
376,2023,T2,1,0.0,2010.0,ICE,,95899
377,2020,P,,0.0,2003.0,ICE,,94871
378,2023,T2,1,0.0,2021.0,ICE,,94870
379,2020,T2,1,0.0,2021.0,ICE,,94832
380,2021,T2,1,0.0,2020.0,ICE,,94553
381,2021,T2,1,0.0,2021.0,ICE,,93973
382,2022,T2,1,0.0,2021.0,ICE,,93515
383,2020,T2,1,0.0,2020.0,ICE,,93160
384,2022,T3,2,0.0,2008.0,ICE,,92567
385,2020,P,,0.0,2004.0,ICE,,92353
386,2020,T2,1,0.0,2019.0,ICE,,92318
387,2021,P,,0.0,2005.0,ICE,,92297
388,2020,P,,0.0,2006.0,ICE,,92099
389,2022,T2,1,0.0,2020.0,ICE,,92074
390,2022,P,,0.0,2006.0,ICE,,91976
391,2021,T2,1,0.0,2022.0,ICE,,91712
392,2022,T2,1,0.0,2020.0,ICE,,91157
393,2021,P,,0.0,2014.0,ICE,,91108
394,2023,T3,2,0.0,2008.0,ICE,,90645
395,2021,T2,1,0.0,2010.0,ICE,,89999
396,2022,P,,0.0,2009.0,ICE,,89667
397,2023,T2,1,0.0,2009.0,ICE,,89643
398,2023,T2,1,0.0,2022.0,ICE,,89325
399,2021,T3,2,0.0,2010.0,ICE,,88676
400,2020,T2,1,0.0,2010.0,ICE,,88485
401,2023,T2,1,0.0,2024.0,ICE,,88411
402,2022,T2,1,0.0,2010.0,ICE,,88381
403,2022,P,,0.0,2008.0,ICE,,88319
404,2022,P,,0.0,2014.0,ICE,,87963
405,2020,T2,1,0.0,2021.0,ICE,,87826
406,2020,T3,2,0.0,2010.0,ICE,,87655
407,2023,T2,1,0.0,2020.0,ICE,,87282
408,2020,T2,1,0.0,2020.0,ICE,,87120
409,2022,P,,0.0,2004.0,ICE,,86918
410,2021,P,,0.0,2007.0,ICE,,86828
411,2022,T3,2,0.0,2010.0,ICE,,86795
412,2022,P,,0.0,2006.0,ICE,,86210
413,2023,T3,2,0.0,2024.0,ICE,,86167
414,2021,T3,2,0.0,2012.0,ICE,,86146
415,2020,T2,1,0.0,2010.0,ICE,,86082
416,2021,T2,1,0.0,2020.0,ICE,,85891
417,2021,P,,0.0,2003.0,ICE,,85803
418,2021,T3,2,0.0,2022.0,ICE,,85449
419,2020,T3,2,0.0,2012.0,ICE,,85376
420,2019,T2,,0.0,2018.0,ICE,,85294
421,2023,T3,2,0.0,2012.0,ICE,,84992
422,2023,P,,0.0,2007.0,ICE,,84934
423,2022,T2,1,0.0,2020.0,ICE,,84915
424,2022,T3,2,0.0,2012.0,ICE,,84782
425,2020,P,,0.0,2005.0,ICE,,84367
426,2021,T3,2,0.0,2021.0,ICE,,84301
427,2021,T2,1,0.0,2009.0,ICE,,84296
428,2023,T3,2,0.0,2010.0,ICE,,84238
429,2021,T3,2,0.0,2007.0,ICE,,84102
430,2023,T3,2,0.0,2021.0,ICE,,84092
431,2019,P,,0.0,2004.0,ICE,,83978
432,2020,T2,1,0.0,2018.0,ICE,,83866
433,2023,P,,0.0,2014.0,ICE,,83671
434,2019,P,,0.0,2003.0,ICE,,83524
435,2020,T3,2,0.0,2007.0,ICE,,83458
436,2020,P,,0.0,2004.0,ICE,,83158
437,2023,T2,1,0.0,2020.0,ICE,,83140
438,2022,P,,0.0,2005.0,ICE,,83093
439,2023,T2,1,0.0,2023.0,ICE,,83051
440,2023,P,,0.0,2007.0,ICE,,82996
441,2022,T2,1,0.0,2023.0,ICE,,82712
442,2023,T3,2,0.0,2020.0,ICE,,82650
443,2020,T2,1,0.0,2009.0,ICE,,82642
444,2022,T3,2,0.0,2021.0,ICE,,82375
445,2023,P,,0.0,2009.0,ICE,,82345
446,2023,T2,1,0.0,2019.0,ICE,,82279
447,2020,T2,1,0.0,2018.0,ICE,,82226
448,2021,T2,1,0.0,2018.0,ICE,,81988
449,2023,T2,1,0.0,2012.0,ICE,,81878
450,2021,T2,1,0.0,2019.0,ICE,,81537
451,2022,T2,1,0.0,2022.0,ICE,,81515
452,2021,T3,2,0.0,2020.0,ICE,,81337
453,2022,T2,1,0.0,2009.0,ICE,,81271
454,2022,T3,2,0.0,2020.0,ICE,,80877
455,2022,T2,1,0.0,2018.0,ICE,,80230
456,2021,T2,1,0.0,2011.0,ICE,,80229
457,2022,T3,2,0.0,2007.0,ICE,,79949
458,2022,T3,2,0.0,2023.0,ICE,,79825
459,2020,P,,0.0,2002.0,ICE,,79732
460,2021,P,,0.0,2006.0,ICE,,79686
461,2023,T3,2,0.0,2019.0,ICE,,79561
462,2019,T3,2,0.0,2020.0,ICE,,79396
463,2020,T2,1,0.0,2019.0,ICE,,79283
464,2020,T3,2,0.0,2006.0,ICE,,79278
465,2023,T3,2,0.0,2007.0,ICE,,79115
466,2019,P,,0.0,2004.0,ICE,,78836
467,2020,T3,2,0.0,2020.0,ICE,,78777
468,2022,T2,1,0.0,2011.0,ICE,,78765
469,2020,P,,0.0,2003.0,ICE,,78762
470,2020,T2,1,0.0,2009.0,ICE,,78607
471,2021,T3,2,0.0,2006.0,ICE,,78295
472,2019,P,,0.0,2001.0,ICE,,78232
473,2023,T2,1,0.0,2020.0,ICE,,78163
474,2021,T3,2,0.0,2019.0,ICE,,78144
475,2023,P,,0.0,2008.0,ICE,,78092
476,2023,T2,1,0.0,2019.0,ICE,,77972
477,2022,T3,2,0.0,2019.0,ICE,,77962
478,2020,T2,1,0.0,2011.0,ICE,,77857
479,2021,T2,1,0.0,2010.0,ICE,,77821
480,2020,T2,1,0.0,2010.0,ICE,,77692
481,2020,T2,1,0.0,2012.0,ICE,,77616
482,2022,P,,0.0,2005.0,ICE,,77574
483,2023,T2,1,0.0,2019.0,ICE,,77424
484,2023,P,,0.0,2004.0,ICE,,77200
485,2022,T2,1,0.0,2019.0,ICE,,76912
486,2022,T2,1,0.0,2019.0,ICE,,76839
487,2021,T2,1,0.0,2019.0,ICE,,76629
488,2023,T2,1,0.0,2018.0,ICE,,76581
489,2020,T2,1,0.0,2011.0,ICE,,76250
490,2019,P,,0.0,2000.0,ICE,,76208
491,2022,P,,0.0,2007.0,ICE,,75960
492,2023,P,,0.0,2006.0,ICE,,75560
493,2020,T3,2,0.0,2019.0,ICE,,75479
494,2021,T2,1,0.0,2018.0,ICE,,75070
495,2019,T3,2,0.0,2009.0,ICE,,74664
496,2021,T3,2,0.0,2011.0,ICE,,74313
497,2022,P,,0.0,2003.0,ICE,,74153
498,2020,T2,1,0.0,2016.0,ICE,,74124
499,2019,T3,2,0.0,2010.0,ICE,,74124
500,2021,P,,0.0,2004.0,ICE,,74058
501,2022,T3,2,0.0,2006.0,ICE,,73888
502,2021,P,,0.0,2005.0,ICE,,73854
503,2020,T2,1,0.0,2008.0,ICE,,73201
504,2021,T2,1,0.0,2012.0,ICE,,72911
505,2022,T2,1,0.0,2012.0,ICE,,72828
506,2021,T2,1,0.0,2008.0,ICE,,72781
507,2023,P,,0.0,2006.0,ICE,,72644
508,2019,P,,0.0,2003.0,ICE,,72608
509,2023,T2,1,0.0,2008.0,ICE,,72345
510,2022,T2,1,0.0,2018.0,ICE,,72251
511,2020,T3,2,0.0,2011.0,ICE,,72229
512,2023,T2,1,0.0,2018.0,ICE,,72023
513,2019,T2,,0.0,2018.0,ICE,,71933
514,2023,T2,1,0.0,2011.0,ICE,,71924
515,2021,T2,1,0.0,2009.0,ICE,,71920
516,2022,T2,1,0.0,2010.0,ICE,,71774
517,2020,T2,1,0.0,2005.0,ICE,,71722
518,2019,T2,,0.0,2016.0,ICE,,71641
519,2019,T3,2,0.0,2012.0,ICE,,71478
520,2023,T3,2,0.0,2011.0,ICE,,71452
521,2021,T2,1,0.0,2012.0,ICE,,71439
522,2021,T2,1,0.0,2018.0,ICE,,71370
523,2023,T3,2,0.0,2006.0,ICE,,71288
524,2021,T2,1,0.0,2019.0,ICE,,71213
525,2022,T3,2,0.0,2011.0,ICE,,71187
526,2020,T3,2,0.0,2021.0,ICE,,71155
527,2020,T2,1,0.0,2012.0,ICE,,71120
528,2020,T2,1,0.0,2009.0,ICE,,70937
529,2022,T2,1,0.0,2018.0,ICE,,70925
530,2021,T2,1,0.0,2016.0,ICE,,70892
531,2020,P,,0.0,2003.0,ICE,,70635
532,2022,T2,1,0.0,2019.0,ICE,,70396
533,2023,T2,1,0.0,2010.0,ICE,,70382
534,2021,T2,1,0.0,2011.0,ICE,,70077
535,2021,T2,1,0.0,2005.0,ICE,,69952
536,2022,T2,1,0.0,2008.0,ICE,,69867
537,2021,P,,0.0,2002.0,ICE,,69796
538,2019,T2,1,0.0,2020.0,ICE,,69686
539,2022,P,,0.0,2006.0,ICE,,69456
540,2020,T2,1,0.0,2006.0,ICE,,69071
541,2020,T2,1,0.0,2019.0,ICE,,69037
